Year,Indicator Name,Indicator Code,Value
2005,Rural population growth (annual %),SP.RUR.TOTL.ZG,0.66
2004,Rural population growth (annual %),SP.RUR.TOTL.ZG,0.7
2003,Rural population growth (annual %),SP.RUR.TOTL.ZG,0.75
2002,Rural population growth (annual %),SP.RUR.TOTL.ZG,1.06
2001,Rural population growth (annual %),SP.RUR.TOTL.ZG,1.6
2000,Rural population growth (annual %),SP.RUR.TOTL.ZG,1.84
1999,Rural population growth (annual %),SP.RUR.TOTL.ZG,1.88
1998,Rural population growth (annual %),SP.RUR.TOTL.ZG,1.91
1997,Rural population growth (annual %),SP.RUR.TOTL.ZG,1.92
1996,Rural population growth (annual %),SP.RUR.TOTL.ZG,1.94
1995,Rural population growth (annual %),SP.RUR.TOTL.ZG,1.67
1994,Rural population growth (annual %),SP.RUR.TOTL.ZG,1.48
1993,Rural population growth (annual %),SP.RUR.TOTL.ZG,1.72
1992,Rural population growth (annual %),SP.RUR.TOTL.ZG,1.61
1991,Rural population growth (annual %),SP.RUR.TOTL.ZG,0.77
1990,Rural population growth (annual %),SP.RUR.TOTL.ZG,0.66
1989,Rural population growth (annual %),SP.RUR.TOTL.ZG,1.07
1988,Rural population growth (annual %),SP.RUR.TOTL.ZG,1.03
1987,Rural population growth (annual %),SP.RUR.TOTL.ZG,1.19
1986,Rural population growth (annual %),SP.RUR.TOTL.ZG,1.22
1985,Rural population growth (annual %),SP.RUR.TOTL.ZG,0.68
1984,Rural population growth (annual %),SP.RUR.TOTL.ZG,0.36
1983,Rural population growth (annual %),SP.RUR.TOTL.ZG,0.69
1982,Rural population growth (annual %),SP.RUR.TOTL.ZG,1.25
1981,Rural population growth (annual %),SP.RUR.TOTL.ZG,1.59
1980,Rural population growth (annual %),SP.RUR.TOTL.ZG,1.7
1979,Rural population growth (annual %),SP.RUR.TOTL.ZG,1.74
1978,Rural population growth (annual %),SP.RUR.TOTL.ZG,1.71
1977,Rural population growth (annual %),SP.RUR.TOTL.ZG,1.69
1976,Rural population growth (annual %),SP.RUR.TOTL.ZG,1.69
1975,Rural population growth (annual %),SP.RUR.TOTL.ZG,1.69
1974,Rural population growth (annual %),SP.RUR.TOTL.ZG,1.73
1973,Rural population growth (annual %),SP.RUR.TOTL.ZG,1.82
1972,Rural population growth (annual %),SP.RUR.TOTL.ZG,1.91
1971,Rural population growth (annual %),SP.RUR.TOTL.ZG,2.01
1970,Rural population growth (annual %),SP.RUR.TOTL.ZG,2.13
1969,Rural population growth (annual %),SP.RUR.TOTL.ZG,2.22
1968,Rural population growth (annual %),SP.RUR.TOTL.ZG,2.29
1967,Rural population growth (annual %),SP.RUR.TOTL.ZG,2.3
1966,Rural population growth (annual %),SP.RUR.TOTL.ZG,2.3
1965,Rural population growth (annual %),SP.RUR.TOTL.ZG,2.33
1964,Rural population growth (annual %),SP.RUR.TOTL.ZG,2.34
1963,Rural population growth (annual %),SP.RUR.TOTL.ZG,2.25
1962,Rural population growth (annual %),SP.RUR.TOTL.ZG,2.25
1961,Rural population growth (annual %),SP.RUR.TOTL.ZG,2.24
2023,Rural population (% of total population),SP.RUR.TOTL.ZS,80.79
2022,Rural population (% of total population),SP.RUR.TOTL.ZS,80.97
2021,Rural population (% of total population),SP.RUR.TOTL.ZS,81.14
2020,Rural population (% of total population),SP.RUR.TOTL.ZS,81.29
2019,Rural population (% of total population),SP.RUR.TOTL.ZS,81.42
2018,Rural population (% of total population),SP.RUR.TOTL.ZS,81.52
2017,Rural population (% of total population),SP.RUR.TOTL.ZS,81.62
2016,Rural population (% of total population),SP.RUR.TOTL.ZS,81.69
2015,Rural population (% of total population),SP.RUR.TOTL.ZS,81.74
2014,Rural population (% of total population),SP.RUR.TOTL.ZS,81.78
2013,Rural population (% of total population),SP.RUR.TOTL.ZS,81.8
2012,Rural population (% of total population),SP.RUR.TOTL.ZS,81.8
2011,Rural population (% of total population),SP.RUR.TOTL.ZS,81.79
2010,Rural population (% of total population),SP.RUR.TOTL.ZS,81.77
2009,Rural population (% of total population),SP.RUR.TOTL.ZS,81.76
2008,Rural population (% of total population),SP.RUR.TOTL.ZS,81.74
2007,Rural population (% of total population),SP.RUR.TOTL.ZS,81.73
2006,Rural population (% of total population),SP.RUR.TOTL.ZS,81.71
2005,Rural population (% of total population),SP.RUR.TOTL.ZS,81.7
2004,Rural population (% of total population),SP.RUR.TOTL.ZS,81.68
2003,Rural population (% of total population),SP.RUR.TOTL.ZS,81.67
2002,Rural population (% of total population),SP.RUR.TOTL.ZS,81.65
2001,Rural population (% of total population),SP.RUR.TOTL.ZS,81.64
2000,Rural population (% of total population),SP.RUR.TOTL.ZS,81.62
1999,Rural population (% of total population),SP.RUR.TOTL.ZS,81.6
1998,Rural population (% of total population),SP.RUR.TOTL.ZS,81.59
1997,Rural population (% of total population),SP.RUR.TOTL.ZS,81.57
1996,Rural population (% of total population),SP.RUR.TOTL.ZS,81.56
1995,Rural population (% of total population),SP.RUR.TOTL.ZS,81.54
1994,Rural population (% of total population),SP.RUR.TOTL.ZS,81.53
1993,Rural population (% of total population),SP.RUR.TOTL.ZS,81.51
1992,Rural population (% of total population),SP.RUR.TOTL.ZS,81.5
1991,Rural population (% of total population),SP.RUR.TOTL.ZS,81.48
1990,Rural population (% of total population),SP.RUR.TOTL.ZS,81.46
1989,Rural population (% of total population),SP.RUR.TOTL.ZS,81.45
1988,Rural population (% of total population),SP.RUR.TOTL.ZS,81.43
1987,Rural population (% of total population),SP.RUR.TOTL.ZS,81.42
1986,Rural population (% of total population),SP.RUR.TOTL.ZS,81.4
1985,Rural population (% of total population),SP.RUR.TOTL.ZS,81.39
1984,Rural population (% of total population),SP.RUR.TOTL.ZS,81.37
1983,Rural population (% of total population),SP.RUR.TOTL.ZS,81.36
1982,Rural population (% of total population),SP.RUR.TOTL.ZS,81.34
1981,Rural population (% of total population),SP.RUR.TOTL.ZS,81.32
1980,Rural population (% of total population),SP.RUR.TOTL.ZS,81.39
1979,Rural population (% of total population),SP.RUR.TOTL.ZS,81.5
1978,Rural population (% of total population),SP.RUR.TOTL.ZS,81.6
1977,Rural population (% of total population),SP.RUR.TOTL.ZS,81.7
1976,Rural population (% of total population),SP.RUR.TOTL.ZS,81.8
1975,Rural population (% of total population),SP.RUR.TOTL.ZS,81.9
1974,Rural population (% of total population),SP.RUR.TOTL.ZS,82.0
1973,Rural population (% of total population),SP.RUR.TOTL.ZS,82.1
1972,Rural population (% of total population),SP.RUR.TOTL.ZS,82.2
1971,Rural population (% of total population),SP.RUR.TOTL.ZS,82.3
1970,Rural population (% of total population),SP.RUR.TOTL.ZS,82.4
1969,Rural population (% of total population),SP.RUR.TOTL.ZS,82.5
1968,Rural population (% of total population),SP.RUR.TOTL.ZS,82.6
1967,Rural population (% of total population),SP.RUR.TOTL.ZS,82.7
1966,Rural population (% of total population),SP.RUR.TOTL.ZS,82.79
1965,Rural population (% of total population),SP.RUR.TOTL.ZS,82.89
1964,Rural population (% of total population),SP.RUR.TOTL.ZS,82.99
1963,Rural population (% of total population),SP.RUR.TOTL.ZS,83.08
1962,Rural population (% of total population),SP.RUR.TOTL.ZS,83.25
1961,Rural population (% of total population),SP.RUR.TOTL.ZS,83.41
1960,Rural population (% of total population),SP.RUR.TOTL.ZS,83.57
2023,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,1.49
2022,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,2.17
2021,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,2.33
2020,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,2.16
2019,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,1.88
2017,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,1.82
2016,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,2.14
2015,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,2.19
2014,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,1.58
2013,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,1.26
2012,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,1.34
2011,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,1.57
2010,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,1.45
2009,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,1.16
2008,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,1.1
2007,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,1.36
2006,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,1.39
2005,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,1.22
2004,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,1.12
2003,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,1.11
2002,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,1.17
2001,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,1.28
2000,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,1.18
1999,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,1.2
1994,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,1.94
1993,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,2.06
1992,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,1.99
1991,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,2.15
1990,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,1.8
1987,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,1.86
1986,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,1.62
1985,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,1.88
1984,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,1.49
1983,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,1.5
1982,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,1.5
1981,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,1.55
1980,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,1.06
1979,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,2.16
1978,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,2.72
1977,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,2.06
1976,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,2.6
1975,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,2.36
1974,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,3.18
1972,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,3.09
1971,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,1.89
1970,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,2.11
1969,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,1.38
1968,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,1.16
1967,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,1.84
1966,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,1.17
1965,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,2.1
1964,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,0.93
1963,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,1.11
1962,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,1.63
2023,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,3.2
2022,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,2.81
2021,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,3.02
2020,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,3.35
2019,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,2.49
2017,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,2.62
2016,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,2.66
2015,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,2.48
2014,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,2.63
2013,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,2.62
2012,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,3.33
2011,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,4.02
2010,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,3.95
2009,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,3.23
2008,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,3.07
2007,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,2.29
2006,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,2.67
2005,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,2.05
2004,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,2.2
2003,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,2.04
2002,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,1.67
2001,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,1.6
2000,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,1.58
1999,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,1.95
1994,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,3.52
1993,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,3.43
1992,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,4.19
1991,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,4.9
1990,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,5.8
1987,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,9.92
1986,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,10.47
1985,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,9.78
1984,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,10.78
1983,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,13.8
1982,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,13.9
1981,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,17.14
1980,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,18.13
1979,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,19.39
1978,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,17.98
1977,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,16.78
1976,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,21.2
1975,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,19.51
1974,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,26.11
1972,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,16.85
1971,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,19.51
1970,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,25.28
1969,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,26.02
1968,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,19.71
1967,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,20.2
1966,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,22.75
1965,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,18.75
1964,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,19.13
1963,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,17.8
1962,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,18.89
